filename,start.time,end.time,min.frq,max.frq,label,box_length,Recording_ID,Genus,Specific_epithet,Subspecies,English_name,Recordist,Country,Locality,Latitude,Longitude,Vocalization_type,Audio_file,License,Url,Quality,Time,Date,Altitude,file.name,Spectrogram_small,Spectrogram_med,Spectrogram_large,Spectrogram_full,Length,Uploaded,Other_species,Remarks,Bird_seen,Playback_used,Other_species1,Other_species2,Other_species3,path,filename_new,path_new
Antilophia_bokermanni_118707.mp3,1.71,1.995,1.2341,11.9534,ANTBOK,0.28500000000000014,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,2.17,2.848,1.5448,11.9016,ANTBOK,0.6779999999999999,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,8.048,9.072,1.9073,11.9534,ANTBOK,1.0239999999999991,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,15.018,15.981,1.493,11.9016,ANTBOK,0.9629999999999992,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,17.377,17.934,1.3377,11.9534,ANTBOK,0.5570000000000022,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,18.475,19.262,0.9752,12.0052,ANTBOK,0.786999999999999,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,18.482,19.181,1.1305,11.9534,ANTBOK,0.6990000000000016,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,26.679,27.635,1.5966,11.9016,ANTBOK,0.9560000000000031,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,33.337,33.988,1.5448,11.9016,ANTBOK,0.6509999999999962,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
Antilophia_bokermanni_118707.mp3,34.028,34.407,1.9073,11.9016,ANTBOK,0.3789999999999978,118707,Antilophia,bokermanni,,Araripe Manakin,GABRIEL LEITE,Brazil,"Arajara Park, Crato, Ceará",-7.2464,-39.4942,"male, song",//www.xeno-canto.org/118707/download,//creativecommons.org/licenses/by-nc-sa/3.0/,//www.xeno-canto.org/118707,B,08:30,2012-12-01,950,XC118707-Antilophia bokermanni_Crato_1094.mp3,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-small.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-med.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-large.png,//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC118707-full.png,1:05,2013-01-21,,,yes,no,NA,NA,NA,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3",Antilophia_bokermanni_118707.mp3,"D:/CM,Inc/git_repos/4Earth/labeling/ANTBOK/Antilophia_bokermanni_118707.mp3"
